date,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,open,close
2017-12-5,632.556,634.738,657.304,46741.91,68218.92,67201.68,634,632.95
2017-12-4,635.608,639.143,657.76,51307.12,73073.99,67606.64,623.95,637.95
2017-12-1,632.424,643.275,658.515,53163.27,76477.8,67318.95,638.01,622.68
2017-11-30,633.888,650.027,659.34,59033.11,84144.65,67368.76,635.51,631
2017-11-29,634.386,658.807,659.136,73349.02,86414.32,67180.27,649.94,638.2
2017-11-28,636.92,663.785,658.376,89695.92,86241.58,67013.84,625.06,648.21
2017-11-27,642.678,666.851,656.867,94840.86,83849.07,66093.03,634,622.03
2017-11-24,654.126,673.437,656.87,99792.33,82481.21,66966,635.9,630
2017-11-23,666.166,678.237,657.851,109256.19,82234.88,67358.1,642,633.49
2017-11-22,683.228,679.918,656.431,99479.63,74639.08,67649.89,677,650.87
2017-11-21,690.65,679.869,652.171,82787.24,66184.44,62478.78,669,677
2017-11-20,691.024,676.376,646.688,72857.28,62139.28,59241.66,676.8,679.27
2017-11-17,692.748,673.755,641.395,65170.09,58160.09,56014.96,696,690.2
2017-11-16,690.308,668.652,635.601,55213.56,50592.87,51398.62,686.01,718.8
2017-11-15,676.608,659.464,628.791,49798.52,47946.21,50395.74,678.75,687.98
2017-11-14,669.088,652.967,622.428,49581.64,47786.1,49102.86,687.14,678.87
2017-11-13,661.728,646.883,616.321,51421.27,48337,47833.38,680,687.89
2017-11-10,654.762,640.302,609.961,51150.1,51450.8,46835.34,650.43,678
2017-11-9,646.996,637.465,603.869,45972.17,52481.32,44524.33,648,650.3
2017-11-8,642.32,632.944,598.558,46093.89,60660.7,43824.58,642.33,650.38
2017-11-7,636.846,624.473,593.316,45990.56,58773.11,43297.31,650.58,642.07
2017-11-6,632.038,616.999,588.216,45252.72,56344.05,42069.39,641.5,653.06
2017-11-3,625.842,609.034,581.951,51751.5,53869.84,41388.25,628.65,639.17
2017-11-2,627.934,602.55,575.875,58990.46,52204.37,40100.62,626.95,626.92
2017-11-1,623.568,598.118,570.452,75227.51,52845.28,39686.62,620.88,623.01
2017-10-31,612.1,591.889,564.712,71555.66,50419.62,38348.42,622.01,618.03
2017-10-30,601.96,585.759,559.275,67435.38,47329.76,37028.16,643.05,622.08
2017-10-27,592.226,579.62,553.533,55988.17,42219.88,34612.64,602.11,649.63
2017-10-26,577.166,570.272,546.048,45418.28,36567.34,31210.63,605,605.09
2017-10-25,572.668,564.172,540.732,30463.05,26988.47,26409.01,569.75,565.67
2017-10-24,571.678,562.159,537.258,29283.58,27821.51,26021.12,572,567.33
2017-10-23,569.558,559.432,533.739,27224.15,27794.73,25610.15,574.92,573.41
2017-10-20,567.014,554.868,530.017,28451.59,28906.67,26531.9,581,574.33
2017-10-19,563.378,549.199,525.793,27716.4,27996.86,25757.15,561,582.6
2017-10-18,555.676,542.785,521.198,23513.88,26527.97,24694.19,554.2,560.72
2017-10-17,552.64,537.534,517.744,26359.44,26277.21,25389.04,560.97,556.73
2017-10-16,549.306,532.79,514.153,28365.3,26726.55,26057.27,559.99,560.69
2017-10-13,542.722,527.445,510.034,29361.76,27005.4,26830.54,545,556.15
2017-10-12,535.02,521.823,505.945,28277.32,25853.91,27496.28,545,544.09
2017-10-11,529.894,517.291,502.804,29542.05,25829.56,28179.97,538.1,545.54
2017-10-10,522.428,512.357,499.776,26194.98,24220.73,28159.98,527.05,540.06
2017-10-9,516.274,508.046,497.273,25087.79,23425.57,27740.76,524.54,527.77
2017-9-29,512.168,505.166,495.505,24649.05,24157.12,26942.78,516,517.64
2017-9-28,508.626,502.386,494.382,23430.51,23517.45,27393.52,507.2,518.46
2017-9-27,504.688,499.611,493.017,22117.07,22860.41,27031.87,508.92,508.21
2017-9-26,502.286,497.953,492.255,22246.48,24500.87,27123.5,506.69,509.29
2017-9-25,499.818,495.515,491.262,21763.35,25387.98,27108.8,500.31,507.24
2017-9-22,498.164,492.623,490.502,23665.2,26655.67,26924.98,496.9,499.93
2017-9-21,496.146,490.067,490.155,23604.38,29138.64,26972.7,495.94,498.77
2017-9-20,494.534,488.317,489.857,23603.75,30530.39,26910.4,496.9,496.2
2017-9-19,493.62,487.195,489.748,26755.25,32099.22,27405.24,500.3,496.95
2017-9-18,491.212,486.499,489.261,29012.62,32055.96,28375.35,490.14,498.97
2017-9-15,487.082,485.844,488.799,29646.14,29728.44,27442.34,492.5,489.84
2017-9-14,483.988,486.378,488.79,34672.9,31269.59,27833.26,492.99,490.71
2017-9-13,482.1,486.422,488.889,37457.03,31203.33,28155.62,485,491.63
2017-9-12,480.77,486.556,489.132,37443.19,29746.12,27431.2,479.5,484.91
2017-9-11,481.786,487.009,489.685,35099.3,28829.62,27072.28,471.09,478.32
2017-9-8,484.606,488.381,490.76,29810.74,27194.29,26770.13,478.25,474.37
2017-9-7,488.768,490.243,491.245,27866.29,24806.75,26540.09,485.31,481.27
2017-9-6,490.744,491.397,491.763,24949.63,23290.41,26642.31,490,484.98
2017-9-5,492.342,492.3,492.056,22049.05,22711.26,27081.7,492.88,489.99
2017-9-4,492.232,492.023,491.686,22559.95,24694.75,26753.18,495.18,492.42
2017-9-1,492.156,491.754,491.143,24577.84,25156.25,26961.56,490.2,495.18
2017-8-31,491.718,491.201,490.066,21747.21,24396.92,26323.07,494.04,491.15
2017-8-30,492.05,491.355,489.369,21631.2,25107.91,26974.65,489.7,492.97
2017-8-29,492.258,491.707,488.863,23373.47,25116.27,27388.18,493.02,489.44
2017-8-28,491.814,492.36,488.403,26829.55,25314.93,27504.42,493,492.04
2017-8-25,491.352,493.139,487.862,25734.66,26345.97,27973.98,493.45,492.99
2017-8-24,490.684,492.246,487.408,27046.63,28273.44,29440.02,493.99,492.81
2017-8-23,490.66,492.128,486.461,28584.62,29994.2,29511.93,485.45,494.01
2017-8-22,491.156,491.812,485.342,26859.07,31452.15,29724.69,487.4,487.22
2017-8-21,492.906,491.348,484.879,23800.31,28811.6,28698.34,488,489.73
2017-8-18,494.926,490.531,484.283,26957.28,28766.88,29656.83,492.8,489.65
2017-8-17,493.808,488.93,483.46,29500.24,28249.22,30803.56,497.6,492.69
2017-8-16,493.596,487.383,482.149,31403.77,28841.38,31842.97,498,496.49
2017-8-15,492.468,486.018,480.168,36045.22,29660.08,33726.61,500.11,495.97
2017-8-14,489.79,484.445,477.997,33822.89,29693.91,33902.67,485.21,499.83
2017-8-11,486.136,482.584,475.509,30576.47,29601.98,33699.28,489,484.06
2017-8-10,484.052,482.57,474.126,26998.19,30606.6,32756.98,491.09,491.63
2017-8-9,481.17,480.794,472.353,26278.99,29029.67,32286.33,484.84,490.85
2017-8-8,479.568,478.872,470.684,23274.94,27997.24,31644.14,482,482.58
2017-8-7,479.1,478.41,469.711,25564.93,28585.08,33071.65,472.5,481.56
2017-8-4,479.032,478.034,468.357,28627.49,30546.79,33747.89,477,473.64
2017-8-3,481.088,477.99,466.973,34215.02,33357.91,34703.66,483.68,477.22
2017-8-2,480.418,476.915,465.911,31780.35,34844.56,35217.46,480.04,482.84
2017-8-1,478.176,474.317,464.776,32719.54,37793.13,35755.76,481,480.24
2017-7-31,477.72,471.548,463.36,31605.23,38111.43,37205.13,484,481.22
2017-7-28,477.036,468.433,462.317,32466.08,37796.58,37765.95,471,483.92
2017-7-27,474.892,465.682,461.714,32500.81,34907.36,36556.37,471.63,473.87
2017-7-26,473.412,463.911,461.671,37908.78,35542.99,37331.25,478.05,471.63
2017-7-25,470.458,462.495,461.854,42866.73,35291.05,37644.18,482.2,477.96
2017-7-24,465.376,461.012,462.161,44617.63,37558.23,37946.72,474.88,477.8
2017-7-21,459.83,458.679,462.505,43127.08,36948.99,38457.53,466.96,473.2
2017-7-20,456.472,455.956,462.482,37313.91,36049.4,37683.09,455.86,466.47
2017-7-19,454.41,454.907,462.796,33177.21,35590.35,37263.46,454,456.86
2017-7-18,454.532,455.234,463.588,27715.36,33718.39,36552.39,451.99,452.55
2017-7-17,456.648,455.171,464.276,30498.83,36298.84,36743.44,457.04,450.07
2017-7-14,457.528,456.201,465.281,30770.91,37735.32,36907.09,456.25,456.41
2017-7-13,455.44,457.745,465.592,34784.89,38205.38,37687.35,455.35,456.16
2017-7-12,455.404,459.43,465.999,38003.5,39119.52,38899.92,465.8,457.47
2017-7-11,455.936,461.213,466.845,39721.42,39997.32,39140.82,454.5,463.13
2017-7-10,453.694,463.31,467.34,42098.84,38335.22,38122.63,446.88,454.47
2017-7-7,454.874,466.331,468.261,44699.73,39966.06,38046.88,451.05,445.97
2017-7-6,460.05,469.007,469.249,41625.87,39316.78,37728.59,458.11,455.98
2017-7-5,463.456,470.684,469.666,40235.54,38936.57,37073.93,453.01,460.13
2017-7-4,466.49,471.942,469.628,40273.22,39386.4,37138.63,458.96,451.92
2017-7-3,472.926,473.38,469.473,34571.59,37188.04,35334.3,474.2,460.37
2017-6-30,477.788,474.36,468.675,35232.4,36078.86,33814.94,471.51,471.85
2017-6-29,477.964,473.438,467.448,37007.69,37169.32,33782.84,476.3,473.01
2017-6-28,477.912,472.567,466.261,37637.61,38680.33,34058.44,484.09,475.3
2017-6-27,477.394,472.476,464.643,38499.57,38284.32,34387.62,482.82,484.1
2017-6-26,473.834,471.37,463.034,39804.49,37910.04,34357.91,473.01,484.68
2017-6-23,470.932,470.19,461.33,36925.31,36127.69,33156.21,472.86,472.73
2017-6-22,468.912,469.491,460.21,37330.95,36140.41,33602.33,473.02,472.75
2017-6-21,467.222,468.647,459.282,39723.04,35211.29,34112.94,469.55,472.71
2017-6-20,467.558,467.313,457.736,38069.06,34890.86,33777.08,473,466.3
2017-6-19,468.906,465.565,456.462,36015.58,33480.57,33967.36,461.96,470.17
2017-6-16,469.448,462.989,454.43,35330.07,31551.02,33255.56,461.5,462.63
2017-6-15,470.07,461.457,452.629,34949.87,30396.36,32964.73,475,464.3
2017-6-14,470.072,459.955,450.92,30699.53,29436.56,32962.84,472.79,474.39
2017-6-13,467.068,456.81,448.178,31712.66,30490.92,32946.77,473.05,473.04
2017-6-12,462.224,454.698,445.199,30945.55,30805.79,32851.74,467,472.88
2017-6-9,456.53,452.47,442.163,27771.96,30184.72,32619.67,464.24,465.74
2017-6-8,452.844,450.928,439.381,25842.86,31064.26,32350.1,461.32,464.31
2017-6-7,449.838,449.917,436.603,28173.6,33014.59,33542.64,449.12,459.37
2017-6-6,446.552,448.158,433.909,29269.19,32663.31,33637.01,444.97,448.82
2017-6-5,447.172,447.358,432.277,30666.03,34454.14,34488.74,448.04,444.41
2017-6-2,448.41,445.871,430.857,32597.47,34960.1,34862.14,450,447.31
2017-6-1,449.012,443.8,429.372,36285.65,35533.1,34786.27,442.5,449.28
2017-5-31,449.996,441.884,427.512,37855.58,36489.11,33920.62,450,442.94
2017-5-26,449.764,439.545,426.039,36057.42,35402.62,34180.3,450.82,451.92
2017-5-25,447.544,435.7,424.515,38242.26,34897.7,34223,448.71,450.6
2017-5-24,443.332,431.856,422.883,37322.74,35054.62,35609.29,452.9,450.32
2017-5-23,438.588,427.833,421.311,34780.54,33635.94,37407.61,442.25,454.2
2017-5-22,433.772,423.289,418.529,35122.65,34070.69,37486.79,439.04,441.78
2017-5-19,429.326,419.659,416.466,34747.82,34610.71,38187.36,429.57,440.82
2017-5-18,423.856,417.196,415.191,31553.14,34523.34,38794.71,425.05,429.54
2017-5-17,420.38,415.842,414.001,32786.5,34764.17,39457.17,429,426.6
2017-5-16,417.078,414.943,412.903,32491.34,34039.44,40560.46,419.6,430.12
2017-5-15,412.806,413.139,411.187,33018.74,31352.12,39491.9,413.12,419.55
2017-5-12,409.992,412.532,409.982,34473.6,32957.97,39001.86,413.59,413.47
2017-5-11,410.536,413.329,409.228,37493.54,33548.3,40167.41,408.4,412.16
2017-5-10,411.304,413.909,408.131,36741.84,36163.95,39994.17,408.4,410.09
2017-5-9,412.808,414.789,406.891,35587.55,41179.28,40868.74,404.44,408.76
2017-5-8,413.472,413.768,405.913,29685.5,40902.89,39672.12,416.18,405.48
2017-5-5,415.072,413.273,405.283,31442.34,41764.02,38840.9,416.2,416.19
2017-5-4,416.122,413.185,404.069,29603.06,43066.07,38411.9,414.63,416
2017-5-3,416.514,412.159,402.752,35586.06,44150.17,39115.94,411,417.61
2017-5-2,416.77,410.863,401.189,46771.02,47081.48,39326.26,411.6,412.08
2017-4-28,414.064,409.234,399.892,52120.28,47631.68,39742.32,421.99,413.48
2017-4-27,411.474,407.431,398.401,52085.69,45045.75,39132.01,415.53,421.44
2017-4-26,410.248,405.126,396.342,56529.08,46786.51,39779.34,418.85,417.96
2017-4-25,407.804,402.353,394.385,52714.28,43824.39,39632.64,404.8,418.89
2017-4-24,404.956,398.993,392.781,47391.94,40558.19,37487.39,400.62,398.55
2017-4-21,404.404,398.058,392.343,43143.08,38441.34,36710.74,415,400.53
2017-4-20,403.388,397.292,392.041,38005.81,35917.78,36520.73,406.09,415.31
2017-4-19,400.004,394.952,390.976,37043.95,33757.73,36420.89,403,405.74
2017-4-18,396.902,393.344,390.009,34934.51,34081.71,36120.68,394.6,404.65
2017-4-17,393.03,391.515,388.701,33724.45,31571.04,35376.64,391,395.79
2017-4-14,391.712,390.55,387.65,33739.6,31852.96,35188.09,399.43,395.45
2017-4-13,391.196,389.37,386.611,33829.74,33218.28,35263.52,390.78,398.39
2017-4-12,389.9,387.557,385.167,30471.51,32772.16,34001.93,385.29,390.23
2017-4-11,389.786,386.416,384.233,33228.92,35440.89,34035.5,388.05,385.29
2017-4-10,390,386.569,383.461,29417.62,34416.59,33906.52,394,389.2
2017-4-7,389.388,386.628,382.496,29966.32,34980.13,33633.35,392.99,392.87
2017-4-6,387.544,386.789,381.216,32606.81,37123.68,33230.37,389.01,391.91
2017-4-5,385.214,386.999,379.981,35072.81,39084.05,34101.86,385.66,389.66
2017-3-31,383.046,386.674,378.446,37652.87,38159.65,33203.3,386.2,386.36
2017-3-30,383.138,385.886,376.955,39415.57,39182.25,32687.27,383,386.14
2017-3-29,383.868,384.749,375.489,39993.93,38523.21,32211.8,381.01,383.65
2017-3-28,386.034,383.852,374.137,41640.54,37308.77,31444.03,379.95,380.26
2017-3-27,388.784,382.776,372.857,43095.3,35231.7,30758.34,386.03,378.82
2017-3-24,390.302,382.049,371.776,38666.43,32630.11,29343.85,392.32,386.82
2017-3-23,388.634,380.352,370.566,38948.94,33396.44,28564.11,392.03,389.79
2017-3-22,385.63,378.363,369.161,37052.49,32286.57,28005.27,390.53,394.48
2017-3-21,381.67,375.643,367.532,32977,29337.06,27585.15,386.55,394.01
2017-3-20,376.768,372.962,365.768,27368.11,29119.67,26547.39,380.5,386.41
2017-3-17,373.796,370.217,364.512,26593.79,28246.96,28062.76,373.1,378.48
2017-3-16,372.07,368.023,363.116,27843.94,26192.29,27782.87,376.56,374.77
2017-3-15,371.096,366.228,361.782,27520.64,25900.39,27413.85,369.5,374.68
2017-3-14,369.616,364.421,360.475,25697.12,25579.28,27468.94,371.55,369.5
2017-3-13,369.156,362.937,359.51,30871.22,26284.98,27776.04,370.05,371.55
2017-3-10,366.638,361.502,358.42,29900.13,26057.6,29071.72,369.92,369.85
2017-3-9,363.976,360.779,357.182,24540.63,23731.77,28227,367,369.9
2017-3-8,361.36,359.959,356.067,24280.14,23723.97,28222.92,367.18,367.28
2017-3-7,359.226,359.42,354.914,25461.44,25833.23,28375.46,358.03,367.2
2017-3-6,356.718,358.574,353.733,21698.74,23975.11,27087.1,357.66,358.96
2017-3-3,356.366,358.807,353.127,22215.07,27878.57,26730.2,355,356.54
2017-3-2,357.582,358.209,352.643,22922.91,29373.45,27069.34,356.71,356.82
2017-3-1,358.558,357.336,352.023,23167.8,28927.31,27855.47,355.1,356.61
2017-2-28,359.614,356.528,351.574,26205.02,29358.59,27907.78,357,354.66
2017-2-27,360.43,356.083,351.356,26251.48,29267.11,27879.83,362.49,357.2
2017-2-24,361.248,355.338,351.057,33542.06,32085.85,28238.87,362,362.62
2017-2-23,358.836,353.584,350.676,35823.98,32722.23,28421.44,360.97,361.7
2017-2-22,356.114,352.175,350.327,34686.82,32721.86,28681.23,360.61,361.89
2017-2-21,353.442,350.407,349.986,32512.15,30917.69,29125,361.88,358.74
2017-2-20,351.736,348.891,349.506,32282.74,30199.09,29499.13,350.41,361.29
2017-2-17,349.428,347.447,348.515,30629.64,25581.83,28249.23,348.9,350.56
2017-2-16,348.332,347.076,348.23,29620.49,24765.24,27708.24,348.5,348.09
2017-2-15,348.236,346.709,348.178,30756.9,26783.63,27715.09,351.5,348.53
2017-2-14,347.372,346.619,348.024,29323.22,26456.97,27582.17,349.54,350.21
2017-2-13,346.046,346.629,347.964,28115.45,26492.56,27840.62,344,349.75
2017-2-10,345.466,346.776,347.902,20534.03,24391.89,26931.48,348.62,345.08
2017-2-9,345.82,347.767,348.186,19909.99,24120.64,29133.43,345,347.61
2017-2-8,345.182,348.478,348.142,22810.35,24640.6,30052.43,343.76,344.21
2017-2-7,345.866,349.565,348.527,23590.72,27332.31,32360.87,346.84,343.58
2017-2-6,347.212,350.12,348.076,24869.67,28799.17,32373.08,348.49,346.85
2017-2-3,348.086,349.582,347.441,28249.74,30916.63,33323.42,346,346.85
2017-1-26,349.714,349.384,346.464,28331.29,30651.24,33337.86,348.14,344.42
2017-1-25,351.774,349.647,345.429,26470.84,28646.56,32340.45,349.98,347.63
2017-1-24,353.264,349.429,344.356,31073.91,28707.38,32194.05,351.27,350.31
2017-1-23,353.028,349.298,343.064,32728.67,29188.68,32148.39,356.88,351.22
2017-1-20,351.078,349.027,341.505,33583.52,29471.07,32074.11,354.9,354.99
2017-1-19,349.054,348.604,340.015,32971.19,34146.21,31740.81,355,354.72
2017-1-18,347.52,347.806,338.712,30822.28,35464.27,31550.17,348.88,355.08
2017-1-17,345.594,347.489,337.282,26340.84,37389.43,30791.47,342.6,349.13
2017-1-16,345.568,346.032,336.124,25648.7,35946.99,30555.64,344.13,341.47
2017-1-13,346.976,345.3,335.429,25358.61,35730.21,29965.43,346.98,344.87
2017-1-12,348.154,343.544,334.588,35321.23,36024.47,31011.45,346.55,347.05
2017-1-11,348.092,341.211,333.849,40106.25,36034.34,31723.93,348,345.45
2017-1-10,349.384,339.282,333.227,48438.02,35680.72,32633,348.45,349
2017-1-9,346.496,336.83,332.12,46245.27,35108.1,33563.24,347.8,348.51
2017-1-6,343.624,333.982,331.583,46101.81,34677.15,33517.77,346.64,350.76
2017-1-5,338.934,331.426,330.93,36727.71,29335.41,32836.78,350,346.74
2017-1-4,334.33,329.618,329.966,31962.43,27636.08,32015.14,334.62,351.91
2017-1-3,329.18,327.075,328.692,22923.42,24193.5,30698.43,334.28,334.56
2016-12-30,327.164,326.215,327.764,23970.92,25164.3,31763.27,326.61,334.15
2016-12-29,324.34,325.558,327.144,23252.5,24200.66,31560.31,324,327.31
2016-12-28,323.918,325.632,326.831,21943.1,25998.42,31896.14,326.99,323.72
2016-12-27,324.906,326.487,326.598,23309.73,27413.51,32339.86,324.51,326.16
2016-12-26,324.97,327.172,326.49,25463.59,29585.28,34278.27,319.03,324.48
2016-12-23,325.266,327.41,326.241,26357.68,32018.39,35440.85,323.55,320.03
2016-12-22,326.776,329.183,326.085,25148.82,32358.39,35004.56,328,325.2
2016-12-21,327.346,330.434,325.675,30053.74,36338.15,36224.59,326.9,328.66
2016-12-20,328.068,330.313,324.891,31517.3,36394.2,36689.78,326.04,326.48
2016-12-19,329.374,330.309,324.016,33706.98,37203.35,36469.41,326,325.96
2016-12-16,329.554,329.312,323.192,37679.09,38362.25,36250.01,327,327.58
2016-12-15,331.59,328.729,322.313,39567.96,38919.96,35966.33,332.46,328.05
2016-12-14,333.522,328.029,321.463,42622.57,37793.86,34923.08,333,332.27
2016-12-13,332.558,326.708,320.51,41271.11,37266.2,33991.62,326.84,333.01
2016-12-12,331.244,325.807,319.559,40699.73,38971.26,33126.15,337.7,326.86
2016-12-9,329.07,325.071,318.766,39045.4,38863.32,32605.55,337.2,337.76
2016-12-8,325.868,322.987,317.633,38271.95,37650.72,32675.9,328.01,337.71
2016-12-7,322.536,320.916,316.705,32965.16,36111.02,30842.36,327.12,327.45
2016-12-6,320.858,319.469,316.174,33261.28,36985.35,31079,316.23,326.44
2016-12-5,320.37,317.722,315.852,37242.79,35735.46,30842.54,319.2,315.99
2016-12-2,321.072,317.072,315.845,38681.23,34137.77,30252.1,321,321.75
2016-12-1,320.106,315.897,315.517,37029.5,33012.7,30231.2,320,321.05
2016-11-30,319.296,314.897,315.191,39256.87,32052.3,30365.87,321.22,319.06
2016-11-29,318.08,314.311,314.949,40709.41,30717.04,30591.71,320.7,324
2016-11-28,315.074,313.311,314.346,34228.14,27281.03,28709.12,317.55,319.5
2016-11-25,313.072,312.46,313.978,29594.3,26347.78,27241.7,317.04,316.92
2016-11-24,311.688,312.278,313.752,28995.91,27701.08,27616.47,313.2,317
2016-11-23,310.498,312.493,313.481,24847.72,25573.71,26661.28,311,312.98
2016-11-22,310.542,312.879,313.526,20724.67,25172.65,25992.76,310.3,308.97
2016-11-21,311.548,313.982,313.982,20333.93,25949.61,25949.61,311.02,309.49
2016-11-18,311.848,314.481,314.481,23101.26,25934.69,25934.69,311.16,310
2016-11-17,312.868,315.041,315.041,26406.25,26754.32,26754.32,312.08,311.05
2016-11-16,314.488,315.611,315.611,26299.69,27956.68,27956.68,313.81,313.2
2016-11-15,315.216,316.013,316.013,29620.63,30382.83,30382.83,310.03,314
2016-11-14,316.416,316.416,316.416,31565.28,31565.28,31565.28,315.55,310.99
2016-11-11,317.773,317.773,317.773,29476.48,29476.48,29476.48,317.99,315.1
2016-11-10,318.663,318.663,318.663,27334.43,27334.43,27334.43,319.1,319.15
2016-11-9,318.42,318.42,318.42,32099.16,32099.16,32099.16,320,316.84
2016-11-8,320,320,320,34193.83,34193.83,34193.83,316.5,320
